Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keteragan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),Produksi Tahunan (ton),Target Produksi Harian (ton),Produksi Aktual Harian (ton),Pencapaian (%),Jumlah Ekskavator,Jumlah Truk Tambang,Ketersediaan Fisik (PA) %,Penggunaan Ketersediaan (UA) %,Jam Downtime,Konsumsi BBM (Liter),Biaya Penambangan per Ton (Rp),Biaya Pengangkutan per Ton (Rp),Biaya Penanganan Pelabuhan per Ton (Rp),Biaya Pemrosesan Smelter per Ton (Rp),AISC per Ton (Rp),CAPEX / OPEX,TRIFR,LTIFR,Jumlah Insiden,Indikator Fatalitas,Harga Nikel Historis (Rp/Ton),Nilai Tukar (Rp/USD),Pembeli / Offtaker,Jenis Kontrak
Kabaena Timur,Bombana,Nikel Lengora,2.522.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora,Sulawesi Tenggara,Eksplorasi,0,0,"OB (Ni 0,92%), Limonit (NI 1,4%), Saprolit (1,69%)","PT Tonia Mitra Sejahtera, Laporan RKAB Tahun 2020",1544,122.042,-5.206,IUP,"Kecamatan Kabaena Timur dan Kabaena Tengah, Kabupaten Bombana, Provinsi Sulawesi Tenggara",5891,"Agustus 3, 2033","Agustus 3, 2023",,,,1668126,3316,3051,92.01,10,67,90.96,86.12,17.3,16235,385594,126301,63740,445607,1021242,CAPEX,1.22,0.19,0,Tidak,331250776,15584,PT Vale Indonesia,CIF
Kabaena Barat,Bombana,Nikel Baliara,1.422.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Baliara,Sulawesi Tenggara,Operasi Produksi,3500000,45325,"Kadar Ni 0,9% s.d. 1,8%","PT Trias Jaya Agung, Laporan RKAB Tahun 2020",1431,121.839,-5.246,IUP,"Desa Rahampuu, Kelurahan Teomokole, Kecamatan Kabaena",512,"Desember 7, 2030","Desember 8, 2020",5233.338,986.698,42258.658,891710,4000,3767,94.18,11,38,86.68,73.41,18.9,22011,385957,121524,48635,633790,1189906,CAPEX,0.97,0.19,2,Tidak,291228722,15626,PT GNI,FOB Motorship
Molawe,Konawe Utara,Nikel Morombo,2.147.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Morombo,Sulawesi Tenggara,Operasi Produksi,1710000,20468.7,"Blok B, kadar Ni 1,72% dan 1,71%","PT Tristaco Mineral Makmur, Laporan RKAB Tahun 2020",1496,122.274,-3.37,IUP,Kec. Lasolo,138.9,"Agustus 29, 2032","Agustus 29, 2012",63353.639,44.575,35508.529,1575335,4617,4366,94.56,17,35,86.98,89.57,10.7,12297,298362,147020,43173,771852,1260407,CAPEX,0.58,0.22,2,Tidak,301589889,15666,PT IWIP,CIF
Pomalaa,Kolaka,Nikel Pomalaa HPAL,305.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 1 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit-Saprolit (wmt),"PT Vale, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1317,121.668,-4.227,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286,"Desember 28, 2035","Mei 3, 2024",,,,1683509,4872,4698,96.43,29,67,93.22,79.97,29.8,21474,391796,69619,55325,661922,1178662,OPEX,1.24,0.41,0,Tidak,286898377,15687,PT IWIP,CIF
Baula,Kolaka,Nikel Blok 2 Pomalaa HPAL,2.137.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 2 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,-,"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1486,121.703,-4.196,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286,"Desember 28, 2035","Mei 3, 2024",,,,1174042,1473,1461,99.19,10,41,90.11,79.87,36.7,20524,305731,140590,47760,778997,1273078,CAPEX,1.13,0.16,0,Tidak,275171064,15988,PT Vale Indonesia,CIF
Pomalaa,Kolaka,Nikel Blok 3 Pomalaa HPAL,2.138.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 3 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1487,121.719,-4.239,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286,"Desember 28, 2035","Mei 3, 2024",,,,1605379,4120,4100,99.51,17,63,96.98,89.42,8.1,24181,328408,73262,50025,537733,989428,OPEX,1.97,0.38,0,Ya,337543458,15902,PT Aneka Tambang,CIF
Pomalaa,Kolaka,Nikel Blok 4 Pomalaa HPAL,2.139.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 4 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1488,121.685,-4.271,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286,"Desember 28, 2035","Mei 3, 2024",,,,908362,1847,1776,96.16,12,36,89.15,77.61,26.7,23176,320399,147071,47443,525886,1040799,OPEX,2.25,0.47,2,Tidak,300597550,15799,PT Vale Indonesia,CIF
Pomalaa,Kolaka,Nikel Blok 5 Pomalaa HPAL,2.140.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 5 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1489,121.651,-4.215,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286,"Desember 28, 2035","Mei 3, 2024",,,,618880,2580,2480,96.12,28,40,94.44,77.95,40.2,20761,399736,69143,45173,530486,1044538,OPEX,1.7,0.33,1,Tidak,322334622,15797,PT GNI,FOB Motorship
Wolo,Kolaka,Nikel Blok Tanjung Baja,2.564.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Tanjung Baja,Sulawesi Tenggara,Operasi Produksi,2016609,254.092.734,"Kadar Ni 1,5% - 2,3%","PT Waja Inti Lestari, Laporan RKAB Tahun 2020",1586,121.281,-3.862,IUP,"Wolo, Kolaka",210.3,"Juli 26, 2030","Juli 27, 2020",36998.334,1163.375,2109.182,644586,4800,4477,93.27,23,38,90.99,81.7,38.7,9181,347503,105032,65837,542065,1060437,CAPEX,0.49,0.22,2,Tidak,260081137,15987,PT IWIP,FOB Motorship
Lasolo Kepulauan,Konawe Utara,Nikel Blok WSM 1-7,2.946.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok WSM 1-7,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Wanggudu Sumber Mineral, Laporan RKAB Tahun 2022",1666,122.353,-3.414,IUP,Lasolo,203,"Maret 30, 2032","November 6, 2017",66562.36,3593.313,41397.682,1170535,2427,2398,98.81,25,59,93.58,72.56,41.7,20260,224000,128934,53012,673122,1079068,CAPEX,0.88,0.37,1,Tidak,328892609,15745,PT IWIP,Spot Contract
Laeya,Konawe Selatan,Nikel Torobulu,310.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Torobulu,Sulawesi Tenggara,Operasi Produksi,30190592,3.523.148.846,"Blok A, Blok B, Blok C","PT Wijaya Inti Nusantara, Laporan RKAB Tahun 2020",1321,122.459,-4.424,IUP,"Desa Torobulu, Kec. Laeya, Konawe Selatan",1931,"November 28, 2029","November 29, 2019",2538.236,674.854,11893.455,1853903,4666,4421,94.75,24,56,92.8,76.42,25.2,19466,214370,57815,53325,580980,906490,OPEX,2.3,0.23,2,Tidak,315884614,15623,PT GNI,FOB Motorship
Obi,Halmahera Selatan,Nikel Baru,306.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru,Maluku Utara,Explorasi Rinci,0,0,"HFL, Limonit, dan Saprolit","PT Jikodolong Megah Pertiwi, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1318,127.527,-1.431,IUP,"Desa Baru Kec. Obi, Kab. Halmahera Selatan",1884.84,"April 6, 2029","Januari 14, 2019",17467.497,1002.208,10790.88,691365,3298,2986,90.54,23,51,91.15,73.86,41.9,10079,281976,56670,62654,694971,1096271,OPEX,0.4,0.21,1,Tidak,349761033,15575,PT Vale Indonesia,FOB Motorship
Obi selatan,Halmahera Selatan,Nikel Malamala Selatan,353.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Malamala Selatan,Maluku Utara,Operasi Produksi,20000000,194390,Iron Cap-Limonit-Saprolit,"PT Rimba Kurnia Alam, Laporan RKAB Tahun 2021 (SDC Tahun 2021)",1345,127.601,-1.659,IUP,"Pulau Malamala, Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",1800,"Januari 28, 2030","Mei 29, 2017",25221.569,2630.5,23838.423,1183664,2353,2265,96.26,25,43,97.35,72.07,15.8,18237,303137,134978,48064,566464,1052643,CAPEX,1.14,0.26,0,Tidak,263397721,15681,PT Vale Indonesia,Spot Contract
Obi,Halmahera Selatan,Nikel Kawasi,355.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Kawasi,Maluku Utara,Operasi Produksi,12500000,110670,"Iron Cap-Limonit-Saprolit, Low Grade High Ferro Ore, Medium Grade Ore","PT Wanatiara Persada, Laporan RKAB Tahun 2022",1346,127.412,-1.586,IUP,Desa Kawasi Kecamatan Obi Kabupaten Halmahera Selatan,1725.54,"April 29, 2031","Juni 2, 2017",4020.767,728.525,5502.494,1556048,2770,2690,97.11,10,38,89.46,87.32,21.2,9312,333724,56042,35051,523090,947907,CAPEX,2.37,0.16,2,Tidak,304004037,15859,PT GNI,CIF
Obi,Halmahera Selatan,Nikel Baru 1,1.434.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 1,Maluku Utara,Operasi Produksi,3917000,44268.14,"Laterit A, Laterit B, dan Laterit C","PT Obi Putra Mandiri (23 Tahun 2011), Laporan RKAB Tahun 2021",1443,127.499,-1.486,IUP,"Desa Baru Dusun Tabuji-Jikodolong DSK, Kec. Obi, Kab. Halmahera Selatan",4058,"Februari 10, 2031","Februari 25, 2011",13060.682,701.059,7792.103,803545,3576,3339,93.37,27,54,87.3,81.79,12.9,14984,296318,111382,72631,476018,956349,OPEX,2.39,0.05,2,Tidak,301117296,15759,PT IMIP,Spot Contract
Obi,Halmahera Selatan,Nikel Laiwui,1.435.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Laiwui,Maluku Utara,Operasi Produksi,0,0,"OB, limonit dan saprolit","PT Obi Anugerah Mineral, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1444,127.616,-1.39,IUP,Desa Baru (Loji) Kec. Obi Kab. Halmahera Selatan,1775.4,"April 5, 2029","Januari 14, 2019",7000.922,3459.257,21634.222,1582424,4537,4473,98.59,24,43,93.82,77.17,26,20731,302928,143822,32785,620422,1099957,OPEX,1.15,0.21,2,Tidak,303839963,15731,PT Vale Indonesia,Spot Contract
Obi,Halmahera Selatan,Nikel Kawasi 1,1.949.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Kawasi 1,Maluku Utara,Operasi Produksi,24100000,238140,"OB, limonit dan saprolit, kadar Ni 0,9% s.d. 1,77%","PT Trimegah Bangun Persada, Laporan RKAB Tahun 2022",1481,128.16,0.542,IUP,"Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",4247,"Februari 8, 2030","Februari 8, 2010",33430.916,2126.76,19801.427,958934,3884,3825,98.48,24,55,96,78.17,22.6,7959,384336,111473,58597,759350,1313756,CAPEX,1.74,0.06,2,Tidak,255438197,15764,PT Vale Indonesia,FOB Motorship
Obi,Halmahera Selatan,Nikel Loji,2.185.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Loji,Maluku Utara,Operasi Produksi,4900000,54887,"Laterit (COG 1,2% Ni), kadar 0,14% Co","PT Gane Permai Sentosa, laporan RKAB Tahun 2020",1535,127.4415,-1.5774,IUP,Desa Kawasi Kec. Obi Kab. Halmahera Selatan,1276.99,"April 5, 2029","September 14, 2020",5332.907,621.258,4806.907,1712991,5226,5254,100.54,17,59,85.52,78.63,15.8,11076,266975,98100,43291,743586,1151952,CAPEX,1.25,0.21,0,Tidak,297312213,16036,PT GNI,Spot Contract
Obi,Halmahera Selatan,Nikel Baru 2,2.186.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 2,Maluku Utara,Operasi Produksi,8070150,98859.3375,"Laterit (COG 1,2% Ni), kadar 0, 14% Co","PT Halim Pratama, Laporan RKAB Tahun 2020 (Tabulasi DInas ESDM Provinsi)",1536,127.5406,-1.4716,IUP,"Desa Jikodolong, Kec. Obi, Halmahera Selatan",1317,"Juni 15, 2036","Juni 15, 2016",17841.13,3337.786,11918.403,1368829,4957,4943,99.72,26,64,90.85,82.66,38.8,20699,298701,91725,40691,501323,932440,OPEX,1.93,0.28,0,Tidak,311735339,16048,PT Aneka Tambang,CIF
Obi,Halmahera Selatan,Nikel Baru 3,2.187.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 3,Maluku Utara,Operasi Produksi,12800000,161280,"Blok A (kadar Ni 1,55%), Blok B (kadar Ni 1,65%) dan Blok C (kadar Ni 1,75%)","PT Intim Mining Sentosa, Laporan RKAB Tahun 2020 (Tabulasi DInas ESDM Provinsi)",1537,127.5586,-1.4411,IUP,Desa Baru Kecamatan Obi Kabupaten Halmahera Selatan,1935,"Maret 6, 2033","Maret 6, 2013",15483.989,2466.995,13989.25,1320360,4488,4478,99.78,17,52,96.6,88.54,19.1,13529,311477,113816,32097,591053,1048443,OPEX,0.27,0.47,1,Tidak,273208046,15588,PT Aneka Tambang,Spot Contract
Obi Selatan,Halmahera Selatan,Nikel Fluk,2.193.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Fluk,Maluku Utara,Operasi Produksi,0,0,-,"PT Gane Tambang Sentosa, Laporan Akhir Eksplorasi Tahun 2017",1543,127.742,-1.621,IUP,Kecamatan Obi Selatan,2314,"Desember 4, 2040","Desember 4, 2020",32368.129,2055.225,36576.143,765159,3872,3668,94.73,10,35,94.75,88.66,17.3,24173,293664,107184,75004,682108,1157960,OPEX,0.53,0.02,0,Tidak,293505213,15562,PT IWIP,FOB Motorship
Obi,Halmahera Selatan,Nikela Malamala Utara,2.840.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Malamala Utara,Maluku Utara,Operasi Produksi,8800000,78400,"Ironcap, limonit, saprolit A dan saprolit B, kadar Ni 1%-1,9%","PT Rimba Kurnia Alam, Laporan RKAB Tahun 2021 (SDC Tahun 2021)",1637,127.389,-1.5083,IUP,"Pulau Malamala, Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",1800,"Januari 28, 2030","Mei 29, 2017",4944.751,120.486,4430.823,1194808,2588,2635,101.82,28,44,97.89,77.83,10.9,4167,393624,100176,51460,644969,1190229,CAPEX,1.61,0.31,1,Tidak,312003154,15634,PT Aneka Tambang,CIF
Weda Tengah,Halmahera Tengah,Nikel Sake Barat,348.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Sake Barat,Maluku Utara,Operasi Produksi,1995000,24299.1,-,"PT Weda Bay Nikel, Laporan RKAB Tahun 2022",1341,127.962,0.493,IUP,"Halmahera Tengah, Halmahera timur",45065,"Februari 27, 2048","Desember 30, 2019",20790.004,1212.12,3923.922,1784921,3091,3037,98.25,14,64,91.91,76.59,24.7,19158,392439,65357,47132,426862,931790,CAPEX,0.73,0.23,0,Tidak,256404538,15968,PT Aneka Tambang,CIF
Weda Tengah,Halmahera Tengah,Nikel Blok Sagantel dan Sakaulen,1.203.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Sagantel dan Sakaulen,Maluku Utara,Operasi Produksi,12203665,160117.4813,"Kadar Ni 0,6%-2,6%","PT Tekindo Energi, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1379,127.955,0.584,IUP,Desa Lelilef Kec Weda Kab Halmahera Tengah,1000,"Desember 21, 2029","Mei 30, 2012",29803.66,2510.49,12505.542,529285,1887,1820,96.45,12,53,93.58,79.02,18.6,21098,302624,116266,67061,636423,1122374,OPEX,1.73,0.01,1,Tidak,328678671,15752,PT GNI,Spot Contract
Weda Utara,Halmahera Tengah,Nikel Messa,1.204.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Messa,Maluku Utara,Operasi Produksi,1042000,11706.87,Limonit-Saprolit,"PT Bakti Pertiwi Nusantara, Laportan RKAB Tahun 2022",1380,128.16,0.542,IUP,Desa Fritu Kec Weda Utara Kab Halmahera Tengah,1232,"Mei 10, 2038","Mei 28, 2012",33430.916,1913.011,19801.427,1637779,2934,2916,99.39,22,56,88.93,81.36,21.6,23275,290115,123977,31948,415500,861540,OPEX,1.01,0.12,1,Tidak,321573475,15975,PT IMIP,FOB Motorship
Weda Utara,Halmahera Tengah,Nikel Fritu 1,1.429.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Fritu 1,Maluku Utara,Operasi Produksi,4532300,53956.602,Limonit-Saprolit,"PT Harum Sukses Mining (SK Bupati Halmahera Tengah No.540/KEP/328/2009, Tahun 2009), Laporan RKAB Tahun 2021",1438,128.16,0.542,IUP,Desa Fritu Kec Weda Utara Kab Halmahera Tengah,511,"Desember 28,2029","Mei 28, 2012",33430.916,2126.76,19801.427,1239143,5198,4959,95.4,14,51,97.32,79.24,15.6,7291,317793,120885,58227,446599,943504,OPEX,2.24,0.06,1,Tidak,255730295,15855,PT IWIP,CIF
Weda Utara,Halmahera Tengah,Nikel Waleh,1.430.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Waleh,Maluku Utara,Explorasi,0,0,-,"PT Putra Prima Sejahtera, 2013",1439,128.079,0.564,IUP,"Desa Sagea, Kec Weda Utara, Kab. Halmahera Tengah",1100,"Januari 27, 2034","Januri 27, 2014",34727.231,9118.077,13430.37,1579194,3146,3073,97.68,27,40,89.76,83.18,39.3,24667,236176,57501,54730,661492,1009899,CAPEX,2.08,0.11,2,Tidak,256473593,15804,PT IMIP,FOB Motorship
Pulau Gede,Halmahera Tengah,Nikel Umera (Pulau Gebe),1.432.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Umera (Pulau Gebe),Maluku Utara,Operasi Produksi,1291328,16108.13904,"Kadar Ni 1,5%-1,8%","PT Bartra Putra Mulia, Laporan RKAB Tahun 2022",1441,129.551,-0.186,IUP,Kec.Pulau Debe Kab Halmahera tengah,1850,"Januari 27, 2032","Januari 29, 2013",14502.679,1668.647,1589.938,1494947,1866,1886,101.07,18,66,94.6,81.09,46.9,12237,285196,120288,57671,441018,904173,CAPEX,1.33,0.14,1,Tidak,335028368,15654,PT Aneka Tambang,Spot Contract
Pulau Gede,Halmahera Tengah,Nikel Umera 1,2.181.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Umera 1,Maluku Utara,Operasi Produksi,4764000,57289.33,"Blok 2A, Blok 2B, Blok 2C, Blok 3A, Blok 3B, Blok 5, dan Blok 6","PT Anugerah Sukses Mining (SK Bupati Halmahera Tengah No 540/KEP/315/2013), Laporan RKAB Tahun 2022",1531,129.5202,-0.1768,IUP,"Desa Umera, Kec. Pulau Gebe, Kab. Halmahera Tengah",503,"Agustus 23, 2033","Agustus 23, 2013",11184.059,250.44,5148.045,1148139,4072,4206,103.29,10,62,90.24,76.41,27.4,11393,243383,122978,36196,535606,938163,CAPEX,1.98,0.2,1,Tidak,278333080,15689,PT Aneka Tambang,FOB Motorship
Pulau Gede,Halmahera Tengah,Nikel Kacepi,2.184.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Kacepi,Maluku Utara,Operasi Produksi,0,0,-,"PT Elsaday Mulia, Laporan RKAB Tahun 2018",1534,129.484,-0.1329,IUP,Pulau Gebe,483,"April 29, 2033","April 29, 2013",5034.909,366.381,11055.956,963000,5346,5550,103.82,29,69,92.3,76.91,33.9,11466,228810,68341,77626,635370,1010147,CAPEX,0.82,0.26,0,Tidak,336076769,15581,PT IWIP,CIF
Weda Tengah,Halmahera Tengah,Nikel Sawai,2.190.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Sawai,Maluku Utara,Operasi Produksi,6125000,0,Tidak ada data kadar Ni,"PT Halmahera Sukses Mineral, Laporan RKAB Tahun 2021",1540,128.009,0.62,IUP,Weda Kec. Wasile Selatan Kab.,7726,"Desember 15, 2030","November 20, 2016",35699.793,6851.901,15802.267,1440963,4956,4835,97.56,20,64,94.36,77.57,44,17402,219037,134897,41923,662183,1058040,OPEX,1.34,0,1,Tidak,299925266,15785,PT Aneka Tambang,CIF
Pulau Gede,Halmahera Tengah,Nikel Ubulie Utara,2.550.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Ubulie Utara,Maluku Utara,Operasi Produksi,0,0,"Limonit-Saprolit (Blok A, B, C, D, E)","PT Mineral Trobos, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1572,129.388,-0.042,IUP,Pulau Gebe,315,"Februari 1, 2038","Mei 26, 2023",9810.832,128.476,2928.323,710336,2523,2468,97.82,15,45,91.62,71.89,49.9,17845,317413,102384,63922,578292,1062011,CAPEX,0.65,0.08,0,Tidak,284226907,15654,PT IMIP,CIF
Weda,Halmahera Tengah,Nikel Sepoh,2.802.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Sepoh,Maluku Utara,Operasi Produksi,0,0,"Kadar Ni 1,44%-1,6%","PT First Pasific Mining, Laporan RKAB Tahun 2020 (tabulasi Ditjen Minerba)",1620,128.0476,0.5249,IUP,"Desa Sagea, Kec. Weda Utara, Halmahera Tengah",2080,"Oktober 10, 2032","Juni 4, 2018",29171.879,4404.659,7920.91,1376146,3260,3325,101.99,23,43,96.79,73.32,32.6,13952,200113,97246,67355,437608,802322,OPEX,2.18,0.05,0,Tidak,277356035,15660,PT Vale Indonesia,Spot Contract
Weda Utara,Halmahera Tengah,Nikel Sagea,2.841.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Sagea,Maluku Utara,Operasi Produksi,0,0,"Blok 1, Blok 2, Blok 3, dan Blok 4","PT Zhong Hai Rare Metal Mining Indonesia, Laporan RKAB Tahun 2020",1638,128.081,0.5449,IUP,Desa Sagea Kec Weda Utara Kab Halmahera Tengah,688,"Desember 21, 2029","Juni 4, 2018",33315.837,6205.768,12202.016,642042,3577,3388,94.72,20,43,90.45,84.46,45,5491,329234,122273,47199,719641,1218347,OPEX,2.09,0.27,1,Tidak,315900406,15521,PT Vale Indonesia,Spot Contract
Weda Utara,Halmahera Tengah,Nikel Sagea 1,2.842.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Sagea 1,Maluku Utara,Operasi Produksi,0,0,-,"PT Zhong Hai Rare Metal Mining Indonesia, Laporan RKAB Tahun 2020",1639,128.081,0.5499,IUP,Desa Sagea Kec Weda Utara Kab Halmahera Tengah,688,"Desember 21, 2029","Juni 4, 2018",33717.833,6757.509,12545.384,1474769,2416,2478,102.57,10,67,93.41,77.78,45.9,24719,286389,100983,36537,779940,1203849,OPEX,2.27,0.16,0,Tidak,260972692,15939,PT GNI,Spot Contract
Maba,Halmahera Timur,Nikel Pakaulan,303.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Pakaulan,Maluku Utara,Operasi Produksi,0,0,"Blok Pakaulan Barat, Blok 1 Pakaulan Timur, Blok 2 Pakaulan Timur, Blok 3 Pakaulan Timur (Saprolit dan limonit)","PT Antam, Annual Report Tahun 2020",1316,128.409,0.948,IUP,"Kec. Maba, Kab. Halmahera Timur",3648,"September 20, 2030","September 30, 2022",21339.971,1059.988,19769.438,1443117,2501,2436,97.4,25,54,89.45,74.29,40.6,8664,273296,104474,44833,755487,1178090,OPEX,2.22,0.27,1,Tidak,290261303,16016,PT IWIP,FOB Motorship
Wasile,Halmahera Timur,Nikel Wasile,312.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Wasile,Maluku Utara,Operasi Produksi,1400000,15365,"Blok Wasile I, Wasile II","PT Wana Kencana Mineral, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1323,128.08,1.113,IUP,"Kec Wasile Selatan, Kab Halmahera Timur. Kec Weda, Kab Halmahera Tengah",24700,"Mei 9, 2036","Mei 9, 2016",37372.673,331.391,35087.919,626666,2370,2174,91.73,18,50,90.31,81.25,25.7,5969,353848,81221,70347,699405,1204821,CAPEX,2.41,0.11,0,Tidak,284585619,15774,PT IWIP,Spot Contract
Maba,Halmahera Timur,Nikel Tanjung Buli,325.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tanjung Buli,Maluku Utara,Operasi Produksi,9940000,127137,Limonit-Saprolit (wmt),"PT Antam, Annual Report Tahun 2021",1330,128.286,0.832,IUP,"Kec. Maba, Kab. Halmahera Timur",3648,"September 20, 2030","September 30, 2022",3006.055,219.244,3238.07,1636231,5477,4989,91.09,23,68,90.72,85.11,8.7,16545,307749,142787,75324,560887,1086747,OPEX,0.73,0.01,2,Tidak,265419088,15794,PT Vale Indonesia,FOB Motorship
Maba,Halmahera Timur,Nikel Pulau Gee,327.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Pulau Gee,Maluku Utara,Operasi Produksi,1500000,31500,"Saprolit (wmt), Limonit","PT Antam, Annual Report 2006",1331,128.328,0.83,IUP,"Kec. Maba, Kab. Halmahera Timur",3648,"September 20, 2030","September 30, 2022",7641.558,100.821,7646.274,1123711,4458,4575,102.62,27,56,86.64,75.15,5.7,12659,346693,146945,76845,750506,1320989,CAPEX,2.34,0.47,2,Tidak,285282247,16009,PT Vale Indonesia,FOB Motorship
Kotamaba,Halmahera Timur,Nikel Pulau Pakal,328.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Pulau Pakal,Maluku Utara,Operasi Produksi,13160000,181789.3,Limonit-Saprolit,"PT Antam, Annual Report Tahun 2021",1332,128.34,0.786,IUP,"Kec. Maba, Kab. Halmahera Timur",3648,"September 20, 2030","September 30, 2022",10066.887,637.293,11095.497,1680329,4847,4403,90.84,22,66,86.19,86.54,26.5,16926,341894,63043,41315,595269,1041521,CAPEX,1.51,0.05,0,Tidak,302866241,15781,PT IWIP,CIF
Wasile,Halmahera Timur,Nikel Fayaul,1.425.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Fayaul,Maluku Utara,Operasi Produksi,2045401,26188.20512,Saprolit,PT Jaya Abadi Semesta. Persetujuan dan Evaluasi Laporan RKAB Tahun 2021,1434,128.1435,1.023,IUP,KEC. WASILE DAN MABA KAB. HALMAHERA TIMUR,"1.826,00","September 10, 2032","September 10, 2012",25192.895,3077.035,22907.629,562421,4747,4472,94.21,23,69,93.68,88.55,27.2,22386,206429,123312,60326,454588,844655,CAPEX,1.17,0.06,1,Tidak,317756315,15842,PT Aneka Tambang,FOB Motorship
Wasile,Halmahera Timur,Nikel Saramaake,1.426.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Saramaake,Maluku Utara,Explorasi,0,0,Saprolit,"PT Jaya Abadi Semesta, Tahun 2015",1435,128.1037,0.9828,IUP,KEC. WASILE DAN MABA KAB. HALMAHERA TIMUR,"1.826,00","September 10, 2032","September 10, 2012",24412.793,6495.377,22203.768,769184,5332,5066,95.01,15,37,93.52,81.95,23.3,6043,243098,52333,37551,740219,1073201,CAPEX,1.49,0.07,1,Tidak,258635967,15735,PT Vale Indonesia,FOB Motorship
